,new team,stars,year
4080,Missouri S&T,2.0,2020
4081,Missouri Southern,4.0,2020
4082,Missouri State,2.0,2020
4083,Missouri State University–West Plains,2.0,2020
4084,Missouri–St. Louis,2.0,2020
4085,Moberly Area Community College,2.0,2020
4086,Montana,6.7,2020
4087,Montana State,2.0,2020
4088,Montana State Billings,2.0,2020
4089,Montevallo,2.0,2020
4090,Morehead State,5.5,2020
4091,Morehouse,4.0,2020
4092,Morgan State,8.0,2020
4093,Morningside College,2.0,2020
4094,Mount St. Mary's,4.0,2020
4095,NJIT,2.0,2020
4096,Navarro College,7.7,2020
4097,Nebraska,7.0,2020
4098,Nevada,4.0,2020
4099,New Hampshire,4.5,2020
4100,New Haven,4.0,2020
4101,New Mexico,6.0,2020
4102,New Mexico Highlands,2.0,2020
4103,New Mexico State,10.8,2020
4104,New Orleans,4.0,2020
4105,Newman,4.0,2020
4106,Niagara,2.0,2020
4107,Nicholls State,7.0,2020
4108,Norfolk State,6.0,2020
4109,North Carolina A&T,7.3,2020
4110,North Carolina Central,3.0,2020
4111,North Dakota,4.0,2020
4112,North Florida,2.0,2020
4113,North Georgia,4.0,2020
4114,Northeastern,2.5,2020
4115,Northeastern Oklahoma A&M College,2.0,2020
4116,Northern Arizona,6.0,2020
4117,Northern Colorado,4.0,2020
4118,Northern Illinois,2.0,2020
4119,Northern Iowa,3.0,2020
4120,Northern Kentucky,2.0,2020
4121,Northern State,2.0,2020
4122,Northwest Florida State College,6.0,2020
4123,Northwest Mississippi Community College,6.0,2020
4124,Northwest Nazarene,2.0,2020
4125,Northwestern Oklahoma State,4.0,2020
4126,Notre Dame,2.5,2020
4127,Oakland,3.0,2020
4128,Odessa College,2.0,2020
4129,Ohio,2.0,2020
4130,Ohio State,7.3,2020
4131,Ohio Valley,2.0,2020
4132,Oklahoma,4.0,2020
4133,Oklahoma State,4.0,2020
4134,Old Dominion,8.0,2020
4135,Ole Miss,8.5,2020
4136,Omaha,2.0,2020
4137,Oral Roberts,2.0,2020
4138,Oregon,9.5,2020
4139,Oregon State,2.0,2020
4140,Ottawa University Arizona,2.0,2020
4141,Ouachita Baptist,2.0,2020
4142,Our Lady of the Lake University,2.0,2020
4143,Pacific,7.0,2020
4144,Palm Beach State College,7.5,2020
4145,Pearl River Community College,6.0,2020
4146,Penn State,2.0,2020
4147,Pensacola State College,2.0,2020
4148,Pepperdine,4.0,2020
4149,Phoenix College,3.0,2020
4150,Pittsburg State,4.0,2020
4151,Pittsburgh,2.0,2020
4152,Point Loma Nazarene,2.0,2020
4153,Polk State College,2.0,2020
4154,Portland,4.0,2020
4155,Portland State,11.3,2020
4156,Prairie View A&M,12.0,2020
4157,Presbyterian,6.0,2020
4158,Providence,6.0,2020
4159,Purdue Fort Wayne,4.0,2020
4160,Purdue Northwest,2.0,2020
4161,Queens (NC),2.0,2020
4162,Quincy,2.0,2020
4163,Radford,4.0,2020
4164,Ranger College,2.0,2020
4165,Reinhardt University,2.0,2020
4166,Rhode Island,16.0,2020
4167,Rice,8.0,2020
4168,Rider,6.0,2020
4169,Robert Morris,2.0,2020
4170,Rollins,2.0,2020
4171,Ryerson University,2.0,2020
4172,SIUE,3.0,2020
4173,SMU,2.0,2020
4174,Sacramento State,2.0,2020
4175,Saint Anselm,2.0,2020
4176,Saint Joseph's,6.0,2020
4177,Saint Leo,2.0,2020
4178,Saint Louis,6.0,2020
4179,Saint Mary's,4.0,2020
4180,Saint Mary's University,2.0,2020
4181,Saint Michael's,2.0,2020
4182,Salt Lake Community College,7.0,2020
4183,Samford,8.0,2020
4184,San Diego,11.7,2020
4185,San Diego State,7.0,2020
4186,San Francisco,3.0,2020
4187,Santa Clara,2.0,2020
4188,Scottsdale Community College,2.0,2020
4189,Seattle,5.0,2020
4190,Seattle Pacific,3.0,2020
4191,Seton Hall,6.0,2020
4192,Seward County Community College,2.0,2020
4193,Shaw,2.0,2020
4194,Shawnee State University,2.0,2020
4195,Shepherd,2.0,2020
4196,Siena,12.0,2020
4197,Simon Fraser,2.0,2020
4198,Sioux Falls,2.0,2020
4199,Snow College,2.0,2020
4200,South Alabama,10.6,2020
4201,South Carolina,3.0,2020
4202,South Dakota,2.0,2020
4203,South Dakota State,2.0,2020
4204,South Florida,10.0,2020
4205,South Plains College,2.0,2020
4206,South Suburban College,2.0,2020
4207,Southeast Missouri State,8.0,2020
4208,Southeastern Louisiana,4.7,2020
4209,Southern,8.7,2020
4210,Southern Illinois,7.3,2020
4211,Southern Indiana,2.0,2020
4212,Southern Miss,2.0,2020
4213,Southern Nazarene,4.0,2020
4214,Southern New Hampshire,4.0,2020
4215,Southern Utah,13.7,2020
4216,Southwest Baptist,2.0,2020
4217,Southwest Mississippi Community College,5.0,2020
4218,Southwestern Assemblies of God University,2.0,2020
4219,Spring Hill,2.0,2020
4220,St. Bonaventure,2.0,2020
4221,St. Edward's,8.0,2020
4222,St. Francis (PA),2.0,2020
4223,St. Francis Brooklyn,5.0,2020
4224,St. Francis Xavier University,4.0,2020
4225,St. John's,2.7,2020
4226,St. Peter's,5.0,2020
4227,St. Thomas University,2.0,2020
4228,State Fair Community College,2.0,2020
4229,State University of New York College at Oneonta,2.0,2020
4230,Stephen F. Austin,4.0,2020
4231,Stetson,2.0,2020
4232,Stonehill,4.0,2020
4233,Stony Brook,6.0,2020
4234,Syracuse,3.0,2020
4235,TCU,4.3,2020
4236,Tallahassee Community College,10.0,2020
4237,Tarleton State,6.0,2020
4238,Temple,10.0,2020
4239,Tennessee,2.0,2020
4240,Tennessee State,2.0,2020
4241,Tennessee Tech,6.0,2020
4242,Texas A&M International,6.0,2020
4243,Texas A&M–Commerce,4.0,2020
4244,Texas Southern,4.0,2020
4245,Texas Tech,9.0,2020
4246,Texas–Permian Basin,7.0,2020
4247,Texas–Rio Grande Valley,4.0,2020
4248,The Citadel,2.0,2020
4249,The Master's University,2.7,2020
4250,Tiffin,4.0,2020
4251,Toledo,2.0,2020
4252,Towson,6.0,2020
4253,Trevecca Nazarene,3.0,2020
4254,Trinidad State Junior College,2.0,2020
4255,Truman State,2.0,2020
4256,Tulane,12.0,2020
4257,Tulsa,2.0,2020
4258,Tusculum,2.0,2020
4259,Tuskegee,2.0,2020
4260,UAB,7.5,2020
4261,UC Davis,4.0,2020
4262,UC Riverside,4.0,2020
4263,UC San Diego,4.0,2020
4264,UC Santa Barbara,8.0,2020
4265,UCF,7.5,2020
4266,UCLA,4.0,2020
4267,UIC,10.0,2020
4268,UMBC,2.0,2020
4269,UMass Lowell,9.0,2020
4270,UNC Asheville,6.0,2020
4271,UNCG,4.0,2020
4272,UNCW,5.7,2020
4273,UNLV,2.0,2020
4274,USC,13.0,2020
4275,USC Aiken,2.0,2020
4276,USC Upstate,4.7,2020
4277,UT Arlington,4.0,2020
4278,UT Tyler,4.0,2020
4279,UTEP,9.2,2020
4280,UTSA,6.0,2020
4281,Union,2.0,2020
4282,Union College,2.0,2020
4283,University of Ottawa,2.0,2020
4284,University of Redlands,2.0,2020
4285,University of Saskatchewan,2.0,2020
4286,University of Science and Arts of Oklahoma,4.0,2020
4287,University of St. Joseph,2.0,2020
4288,University of the Fraser Valley,2.0,2020
4289,Utah Valley,11.0,2020
4290,VCU,4.0,2020
4291,Vanderbilt,4.0,2020
4292,Vermont,7.6,2020
4293,Vincennes University,4.0,2020
4294,Virginia,2.0,2020
4295,Virginia State,4.0,2020
4296,Virginia Tech,7.0,2020
4297,Virginia Union,2.0,2020
4298,Wabash Valley College,4.0,2020
4299,Wagner,4.0,2020
4300,Wake Forest,11.5,2020
4301,Walters State Community College,4.0,2020
4302,Washington,7.0,2020
4303,Wayne State (MI),4.0,2020
4304,Weatherford College,2.0,2020
4305,Weber State,18.0,2020
4306,Wentworth Institute of Technology,2.0,2020
4307,West Alabama,2.0,2020
4308,West Chester,2.0,2020
4309,West Texas A&M,2.0,2020
4310,West Virginia State,2.0,2020
4311,Western Carolina,2.0,2020
4312,Western Illinois,5.0,2020
4313,Western Kentucky,2.0,2020
4314,Western Michigan,4.0,2020
4315,Western New Mexico,2.0,2020
4316,Western Texas College,4.5,2020
4317,Western Wyoming Community College,2.0,2020
4318,Whitworth University,2.0,2020
4319,Wichita State,4.0,2020
4320,Wilmington,2.0,2020
4321,Winona State,4.0,2020
4322,Winthrop,2.0,2020
4323,Wofford,2.5,2020
4324,Xavier,8.0,2020
4325,Xavier University of Louisiana,2.0,2020
4326,Young Harris,2.0,2020
4327,Youngstown State,2.0,2020
4328,Academy of Art,4.0,2021
4329,Adelphi,2.0,2021
4330,Akron,6.7,2021
4331,Alabama,7.0,2021
4332,Alabama A&M,2.7,2021
4333,Alabama State,8.3,2021
4334,Alaska,2.0,2021
4335,Alaska Anchorage,2.0,2021
4336,Albany,12.0,2021
4337,Albany Technical College,4.0,2021
4338,Alcorn State,17.3,2021
4339,Allan Hancock College,2.0,2021
4340,American,4.0,2021
4341,Anderson,2.0,2021
4342,Angelo State,4.0,2021
4343,Arizona,11.0,2021
4344,Arizona Christian University,4.5,2021
4345,Arizona State,9.0,2021
4346,Arkansas,14.0,2021
4347,Arkansas State,3.0,2021
4348,Arkansas Tech,4.0,2021
4349,Arkansas–Monticello,2.0,2021
4350,Arkansas–Pine Bluff,7.0,2021
4351,Ashland,2.0,2021
4352,Atlantic Cape Community College,2.0,2021
4353,Auburn,15.0,2021
4354,Auburn–Montgomery,6.0,2021
4355,Augusta,4.0,2021
4356,Austin Peay,8.0,2021
4357,Azusa Pacific,2.0,2021
4358,Ball State,7.5,2021
4359,Baylor,8.0,2021
4360,Benedict,2.0,2021
4361,Bethune–Cookman,15.3,2021
4362,Binghamton,5.0,2021
4363,Biola,2.0,2021
4364,Blinn College,4.0,2021
4365,Boston College,6.0,2021
4366,Boston University,2.0,2021
4367,Bowie State,6.0,2021
4368,Bowling Green,11.0,2021
4369,Bradley,2.0,2021
4370,Bridgeport,4.0,2021
4371,Brigham Young,5.3,2021
4372,Brock University,2.0,2021
4373,Brown,2.0,2021
4374,Bryant,12.0,2021
4375,Buffalo,4.0,2021
4376,Butler,2.0,2021
4377,Butler Community College,8.0,2021
4378,Cal Poly,10.0,2021
4379,Cal State Bakersfield,5.0,2021
4380,Cal State Dominguez Hills,11.0,2021
4381,Cal State East Bay,2.0,2021
4382,Cal State Fullerton,11.0,2021
4383,Cal State Monterey Bay,2.0,2021
4384,Cal State Northridge,13.3,2021
4385,Cal State San Bernardino,5.3,2021
4386,Cal State San Marcos,3.5,2021
4387,Caldwell,2.0,2021
4388,Caldwell Community College & Technical Institute,2.0,2021
4389,California,2.0,2021
4390,California Baptist,8.0,2021
4391,Cameron,2.0,2021
4392,Campbellsville University,8.0,2021
4393,Cape Fear Community College,7.0,2021
4394,Carson–Newman,2.0,2021
4395,Case Western Reserve University,2.0,2021
4396,Casper College,2.0,2021
4397,Catawba,9.0,2021
4398,Cedarville,2.0,2021
4399,Central Arkansas,3.5,2021
4400,Central Baptist College,4.0,2021
4401,Central Community College,2.0,2021
4402,Central Connecticut State,2.0,2021
4403,Central Michigan,18.7,2021
4404,Central Missouri,4.0,2021
4405,Central Oklahoma,2.0,2021
4406,Central Washington,4.0,2021
4407,Chadron State,2.0,2021
4408,Chaminade,4.0,2021
4409,Charleston,2.0,2021
4410,Charleston Southern,6.0,2021
4411,Charlotte,12.0,2021
4412,Chattanooga,10.7,2021
4413,Chowan,6.0,2021
4414,Christian Brothers,2.0,2021
4415,Cincinnati,15.2,2021
4416,Claflin,2.0,2021
4417,Clarendon College,6.0,2021
4418,Clayton State,6.0,2021
4419,Clemson,4.0,2021
4420,Cleveland State,6.0,2021
4421,Coastal Carolina,7.0,2021
4422,Cochise College,4.0,2021
4423,Coffeyville Community College,2.0,2021
4424,Coker,2.0,2021
4425,Colby Community College,2.0,2021
4426,College of Charleston,11.0,2021
4427,College of Saint Benedict and Saint John's University,2.0,2021
4428,College of Southern Idaho,4.0,2021
4429,Collin College,2.0,2021
4430,Colorado Christian,6.0,2021
4431,Colorado Mesa,4.0,2021
4432,Colorado State,5.0,2021
4433,Colorado State–Pueblo,4.0,2021
4434,Concordia College,2.0,2021
4435,Concordia Irvine,7.3,2021
4436,Concordia St. Paul,2.0,2021
4437,Converse,2.0,2021
4438,Coppin State,10.0,2021
4439,Corban University,4.0,2021
4440,Cowley College,2.0,2021
4441,Creighton,5.0,2021
4442,Cumberland University,2.0,2021
4443,Daemen,2.0,2021
4444,Dallas Baptist,2.0,2021
4445,Dartmouth,2.0,2021
4446,Davenport,6.0,2021
4447,Davidson,3.0,2021
4448,Dayton,9.0,2021
4449,Daytona State College,4.0,2021
4450,De La Salle University,3.0,2021
4451,DePaul,14.0,2021
4452,Delaware,5.0,2021
4453,Delta State,4.0,2021
4454,Denver,7.3,2021
4455,Detroit Mercy,16.3,2021
4456,Dixie State,3.5,2021
4457,Dodge City Community College,12.0,2021
4458,Dominican (CA),2.0,2021
4459,Drake,2.0,2021
4460,Drexel,4.0,2021
4461,Drury,4.0,2021
4462,Duke,5.3,2021
4463,Duquesne,15.3,2021
4464,ETSU,5.0,2021
4465,East Carolina,9.0,2021
4466,East Los Angeles College,6.0,2021
4467,East Mississippi Community College,2.0,2021
4468,Eastern Illinois,8.0,2021
4469,Eastern Kentucky,10.3,2021
4470,Eastern Michigan,12.0,2021
4471,Eastern New Mexico,7.0,2021
4472,Eastern Oregon University,2.0,2021
4473,Eastern Washington,6.0,2021
4474,Edinboro,2.0,2021
4475,Elizabeth City State,6.0,2021
4476,Elon,5.3,2021
4477,Emmanuel,2.0,2021
4478,Emporia State,4.0,2021
4479,Fayetteville State,2.0,2021
4480,Felician,4.0,2021
4481,Ferrum College,2.0,2021
4482,Flagler,4.0,2021
4483,Florida,10.0,2021
4484,Florida A&M,6.0,2021
4485,Florida Atlantic,6.0,2021
4486,Florida Gulf Coast,14.0,2021
4487,Florida International,11.0,2021
4488,Florida Memorial University,10.0,2021
4489,Florida SouthWestern State College,5.0,2021
4490,Florida Southern,6.0,2021
4491,Florida State,6.0,2021
4492,Fordham,12.0,2021
4493,Fort Hays State,2.0,2021
4494,Fort Lewis,2.0,2021
4495,Fort Valley State,2.0,2021
4496,Franklin Pierce,2.0,2021
4497,Fresno Pacific,2.0,2021
4498,Fresno State,6.0,2021
4499,Friends University,2.0,2021
4500,Furman,2.0,2021
4501,GCU,15.3,2021
4502,Gannon,5.0,2021
4503,Garden City Community College,2.0,2021
4504,Gardner–Webb,2.0,2021
4505,Garrett College,4.0,2021
4506,Genesee Community College,2.0,2021
4507,George Mason,11.0,2021
4508,George Washington,14.5,2021
4509,Georgetown,4.0,2021
4510,Georgetown College,6.0,2021
4511,Georgia,12.0,2021
4512,Georgia Highlands College,4.0,2021
4513,Georgia Southern,2.0,2021
4514,Georgia Southwestern,2.0,2021
4515,Georgia State,4.0,2021
4516,Georgia Tech,4.0,2021
4517,Georgian Court,2.0,2021
4518,Gonzaga,3.5,2021
4519,Grambling State,16.8,2021
4520,Grand Valley State,4.0,2021
4521,Green Bay,6.0,2021
4522,Gulf Coast State College,8.0,2021
4523,Hampton,6.0,2021
4524,Harding,3.0,2021
4525,Hardin–Simmons University,2.0,2021
4526,Hartford,6.0,2021
4527,Hawaii,8.7,2021
4528,Hawaii Pacific,4.0,2021
4529,Hawaii–Hilo,2.0,2021
4530,Henderson State,6.0,2021
4531,Henry Ford College,5.0,2021
4532,High Point,3.0,2021
4533,Highland Community College,4.0,2021
4534,Hill College,2.0,2021
4535,Hinds Community College,6.0,2021
4536,Hofstra,12.5,2021
4537,Holy Cross,2.0,2021
4538,Holy Names,2.0,2021
4539,Houston,9.5,2021
4540,Houston Baptist,4.0,2021
4541,Howard,6.0,2021
4542,Howard College,2.0,2021
4543,Humboldt State,6.0,2021
4544,Hutchinson Community College,4.0,2021
4545,IUPUI,5.0,2021
4546,Idaho,10.0,2021
4547,Idaho State,2.0,2021
4548,Illinois,6.0,2021
4549,Illinois State,7.0,2021
4550,Incarnate Word,6.0,2021
4551,Indian Hills Community College,14.0,2021
4552,Indian River State College,2.0,2021
4553,Indiana,14.5,2021
4554,Indiana Institute of Technology,2.0,2021
4555,Indiana State,8.0,2021
4556,Indianapolis,4.0,2021
4557,Iona,9.7,2021
4558,Iowa,2.0,2021
4559,Iowa State,15.0,2021
4560,Iowa Western Community College,5.0,2021
4561,Itawamba Community College,2.0,2021
4562,Jackson State,12.0,2021
4563,Jacksonville,17.5,2021
4564,Jacksonville College,2.0,2021
4565,Jacksonville State,4.0,2021
4566,James Madison,8.0,2021
4567,Jefferson,3.0,2021
4568,John A. Logan College,9.0,2021
4569,Jones College,2.0,2021
4570,Kansas,12.7,2021
4571,Kansas City,6.5,2021
4572,Kansas State,12.5,2021
4573,Kaskaskia College,2.0,2021
4574,Keiser University,4.0,2021
4575,Kennesaw State,7.0,2021
4576,Kent State,9.0,2021
4577,Kentucky,12.0,2021
4578,Kentucky Wesleyan,4.0,2021
4579,Kilgore College,2.0,2021
4580,LIU,6.0,2021
4581,LSU,13.0,2021
4582,La Salle,7.0,2021
4583,Lamar,8.7,2021
4584,Lamar State College–Port Arthur,6.0,2021
4585,Lander,2.0,2021
4586,Lane,2.0,2021
4587,Lane Community College,2.0,2021
4588,Lansing Community College,3.0,2021
4589,Lawson State Community College,4.0,2021
4590,Le Moyne,4.0,2021
4591,Lenoir–Rhyne,2.0,2021
4592,Lewis,4.0,2021
4593,Liberty,2.0,2021
4594,Life Pacific University,2.0,2021
4595,Life University,2.0,2021
4596,Limestone,2.0,2021
4597,Lincoln (MO),3.0,2021
4598,Lincoln (PA),2.0,2021
4599,Lincoln College,2.0,2021
4600,Lincoln Memorial,2.0,2021
4601,Lincoln Trail College,2.0,2021
4602,Lindenwood,4.0,2021
4603,Lindsey Wilson College,2.0,2021
4604,Lipscomb,4.0,2021
4605,Little Rock,2.0,2021
4606,Livingstone,2.0,2021
4607,Long Beach State,6.5,2021
4608,Longwood,11.0,2021
4609,Louisiana,14.7,2021
4610,Louisiana State University at Alexandria,4.0,2021
4611,Louisiana State University in Shreveport,2.0,2021
4612,Louisiana Tech,7.0,2021
4613,Louisiana–Monroe,5.0,2021
4614,Louisville,9.0,2021
4615,Lourdes University,2.0,2021
4616,Loyola Chicago,4.0,2021
4617,Loyola Marymount,9.0,2021
4618,Macomb Community College,2.0,2021
4619,Maine,4.0,2021
4620,Manhattan,7.0,2021
4621,Marian University,6.0,2021
4622,Marist,2.0,2021
4623,Marquette,10.0,2021
4624,Mary,4.0,2021
4625,Maryland,16.5,2021
4626,Maryland Eastern Shore,2.0,2021
4627,Massachusetts,12.0,2021
4628,McMaster University,2.0,2021
4629,McNeese State,14.0,2021
4630,McPherson College,2.0,2021
4631,Memphis,11.0,2021
4632,Mercer,3.5,2021
4633,Mercy,2.0,2021
4634,Merrimack,3.0,2021
4635,Metro State,2.0,2021
4636,Miami,6.0,2021
4637,Miami (OH),2.0,2021
4638,Miami Dade College,2.0,2021
4639,Michigan,2.0,2021
4640,Michigan State,6.0,2021
4641,Middle Tennessee,2.0,2021
4642,Miles,4.0,2021
4643,Milwaukee,6.0,2021
4644,Mineral Area College,2.0,2021
4645,Minnesota,17.0,2021
4646,Minnesota State—Moorhead,2.0,2021
4647,Minnesota–Crookston,2.0,2021
4648,Mississippi College,2.0,2021
4649,Mississippi State,14.7,2021
4650,Mississippi Valley State,3.0,2021
4651,Missouri,10.0,2021
4652,Missouri S&T,4.0,2021
4653,Missouri Southern,6.0,2021
4654,Missouri State,4.0,2021
4655,Missouri State University–West Plains,2.0,2021
4656,Missouri Western,2.0,2021
4657,Missouri–St. Louis,2.0,2021
4658,Moberly Area Community College,11.0,2021
4659,Monmouth,4.0,2021
4660,Montana,2.0,2021
4661,Montana State,4.0,2021
4662,Montana State Billings,4.0,2021
4663,Montana Technological University,2.0,2021
4664,Montevallo,6.0,2021
4665,Morehead State,6.0,2021
4666,Morehouse,8.0,2021
4667,Morgan State,11.0,2021
4668,Morris College,2.0,2021
4669,Mount Marty College,2.0,2021
4670,Mount St. Mary's,4.0,2021
4671,Mount Vernon Nazarene University,2.0,2021
4672,Murray State,9.0,2021
4673,NC State,8.0,2021
4674,NJIT,4.0,2021
4675,Navarro College,8.0,2021
4676,Navy,2.0,2021
4677,Nebraska,11.3,2021
4678,Nebraska–Kearney,2.0,2021
4679,Neosho County Community College,2.0,2021
4680,Nevada,12.0,2021
4681,New Hampshire,4.0,2021
4682,New Haven,4.0,2021
4683,New Mexico,15.0,2021
4684,New Mexico Highlands,2.0,2021
4685,New Mexico Junior College,7.0,2021
4686,New Mexico Military Institute,2.0,2021
4687,New Mexico State,14.0,2021
4688,New Orleans,12.0,2021
4689,Newman,2.0,2021
4690,Niagara,2.0,2021
4691,Nicholls State,15.5,2021
4692,Nichols College,2.0,2021
4693,Norfolk State,8.0,2021
4694,North Carolina,10.0,2021
4695,North Carolina A&T,13.7,2021
4696,North Carolina Central,13.0,2021
4697,North Central College,2.0,2021
4698,North Dakota,2.0,2021
4699,North Dakota State,2.0,2021
4700,North Florida,2.0,2021
4701,North Georgia,2.0,2021
4702,North Greenville,2.0,2021
4703,North Idaho College,2.0,2021
4704,North Texas,5.7,2021
4705,Northeastern,8.3,2021
4706,Northeastern Oklahoma A&M College,6.0,2021
4707,Northeastern State,7.0,2021
4708,Northern Arizona,12.0,2021
4709,Northern Colorado,4.0,2021
4710,Northern Illinois,10.0,2021
4711,Northern Kentucky,4.0,2021
4712,Northern Michigan,2.0,2021
4713,Northern State,5.0,2021
4714,Northwest Florida State College,8.0,2021
4715,Northwestern,2.0,2021
4716,Northwestern Oklahoma State,8.0,2021
4717,Northwood,2.0,2021
4718,Notre Dame,2.0,2021
4719,Oakland,5.3,2021
4720,Odessa College,2.0,2021
4721,Ohio,4.0,2021
4722,Ohio State,10.3,2021
4723,Oklahoma,12.3,2021
4724,Oklahoma Baptist,3.0,2021
4725,Oklahoma Christian,2.0,2021
4726,Oklahoma State,18.0,2021
4727,Old Dominion,6.7,2021
4728,Ole Miss,9.0,2021
4729,Omaha,6.0,2021
4730,Oral Roberts,6.0,2021
4731,Oregon,8.7,2021
4732,Oregon Institute of Technology,2.0,2021
4733,Oregon State,13.0,2021
4734,Otero Junior College,2.0,2021
4735,Ottawa University of Arizona,2.0,2021
4736,Our Lady of the Lake University,5.7,2021
4737,Pace,4.0,2021
4738,Pacific,11.7,2021
4739,Palm Beach Atlantic,2.0,2021
4740,Panola College,4.0,2021
4741,Paul Quinn College,4.0,2021
4742,Pearl River Community College,2.0,2021
4743,Penn State,11.0,2021
4744,Pensacola State College,10.0,2021
4745,Pepperdine,5.0,2021
4746,Pima Community College,2.0,2021
4747,Pittsburg State,2.0,2021
4748,Pittsburgh,7.0,2021
4749,Point Loma Nazarene,2.0,2021
4750,Polk State College,8.0,2021
4751,Portland,14.7,2021
4752,Portland State,14.0,2021
4753,Post,2.0,2021
4754,Prairie View A&M,12.0,2021
4755,Pratt Community College,2.0,2021
4756,Presbyterian,2.0,2021
4757,Providence,7.3,2021
4758,Purdue Fort Wayne,6.0,2021
4759,Purdue Northwest,4.0,2021
4760,Queens (NC),2.0,2021
4761,Quincy,4.0,2021
4762,Quinnipiac,3.0,2021
4763,Radford,7.0,2021
4764,Regina University,2.0,2021
4765,Regis,2.0,2021
4766,Rhode Island,3.0,2021
4767,Rice,4.0,2021
4768,Rider,8.5,2021
4769,Robert Morris,16.0,2021
4770,Rockhurst,4.0,2021
4771,Rocky Mountain College,2.0,2021
4772,Rogers State,4.0,2021
4773,Rutgers,6.0,2021
4774,SIUE,2.0,2021
4775,SMU,14.2,2021
4776,Sacramento State,8.0,2021
4777,Sacred Heart,2.0,2021
4778,Saddleback College,2.0,2021
4779,Saginaw Valley State,2.0,2021
4780,Saint Joseph's,6.0,2021
4781,Saint Louis,8.0,2021
4782,Saint Martin's,4.0,2021
4783,Saint Rose,2.0,2021
4784,Salem,2.0,2021
4785,Salt Lake Community College,16.0,2021
4786,Sam Houston State,5.7,2021
4787,Samford,12.0,2021
4788,San Diego,10.7,2021
4789,San Diego Christian College,2.0,2021
4790,San Diego City College,2.0,2021
4791,San Diego State,12.0,2021
4792,San Francisco,10.0,2021
4793,San José State,13.5,2021
4794,Santa Clara,6.0,2021
4795,Santa Monica College,2.0,2021
4796,Scottsdale Community College,4.0,2021
4797,Seattle,4.0,2021
4798,Seton Hall,10.0,2021
4799,Shawnee State University,4.0,2021
4800,Shelton State Community College,8.0,2021
4801,Siena,17.0,2021
4802,Simon Fraser,2.0,2021
4803,Simpson University,2.0,2021
4804,Sioux Falls,2.0,2021
4805,Skyline College,2.0,2021
4806,Slippery Rock,3.0,2021
4807,Snow College,6.0,2021
4808,South Alabama,22.2,2021
4809,South Carolina,15.0,2021
4810,South Carolina State,2.0,2021
4811,South Dakota,2.0,2021
4812,South Florida,18.5,2021
4813,South Georgia Technical College,2.0,2021
4814,South Plains College,14.0,2021
4815,Southeast Missouri State,2.0,2021
4816,Southeastern Louisiana,8.0,2021
4817,Southeastern University,4.0,2021
4818,Southern,10.0,2021
4819,Southern Illinois,3.0,2021
4820,Southern Indiana,6.0,2021
4821,Southern Miss,4.0,2021
4822,Southern Nazarene,4.0,2021
4823,Southern New Hampshire,3.0,2021
4824,Southern Utah,4.0,2021
4825,Spring Hill,2.0,2021
4826,St. Bonaventure,5.0,2021
4827,St. Edward's,6.0,2021
4828,St. Francis Brooklyn,10.0,2021
4829,St. Francis Xavier University,2.0,2021
4830,St. John's,12.7,2021
4831,St. Lawrence University,4.0,2021
4832,St. Mary's (TX),4.0,2021
4833,St. Peter's,4.0,2021
4834,St. Thomas,8.0,2021
4835,St. Thomas Aquinas,2.0,2021
4836,St. Thomas University,2.0,2021
4837,State Fair Community College,2.0,2021
4838,State University of New York at Fredonia,2.0,2021
4839,Staten Island,2.0,2021
4840,Stephen F. Austin,9.0,2021
4841,Stony Brook,6.0,2021
4842,Syracuse,12.0,2021
4843,TCU,26.5,2021
4844,Talladega College,4.0,2021
4845,Tallahassee Community College,10.0,2021
4846,Tarleton State,2.0,2021
4847,Temple,2.0,2021
4848,Tennessee,4.0,2021
4849,Tennessee State,18.0,2021
4850,Tennessee Tech,12.0,2021
4851,Texas,25.0,2021
4852,Texas A&M,18.7,2021
4853,Texas A&M International,12.5,2021
4854,Texas A&M University–Texarkana,2.0,2021
4855,Texas A&M–Commerce,5.0,2021
4856,Texas A&M–Corpus Christi,4.0,2021
4857,Texas A&M–Kingsville,4.0,2021
4858,Texas Southern,12.5,2021
4859,Texas State,2.0,2021
4860,Texas Tech,15.7,2021
4861,Texas Wesleyan University,5.0,2021
4862,Texas–Permian Basin,9.5,2021
4863,Texas–Rio Grande Valley,6.0,2021
4864,The Citadel,2.0,2021
4865,Thomas More University,2.0,2021
4866,Three Rivers College,2.0,2021
4867,Toledo,2.0,2021
4868,Tougaloo College,2.0,2021
4869,Towson,8.0,2021
4870,Trevecca Nazarene,2.0,2021
4871,Trinity International University,2.0,2021
4872,Trinity University,2.0,2021
4873,Triton College,4.0,2021
4874,Troy,7.0,2021
4875,Tulane,13.0,2021
4876,Tulsa,6.7,2021
4877,Tusculum,2.0,2021
4878,Tuskegee,2.0,2021
4879,UAB,16.6,2021
4880,UC Davis,2.0,2021
4881,UC Irvine,2.0,2021
4882,UC Riverside,7.0,2021
4883,UC San Diego,8.0,2021
4884,UC Santa Barbara,4.0,2021
4885,UCF,2.0,2021
4886,UCLA,3.0,2021
4887,UIC,10.0,2021
4888,UMBC,8.3,2021
4889,UMass Lowell,11.0,2021
4890,UNC Asheville,6.0,2021
4891,UNC Pembroke,2.0,2021
4892,UNCG,9.0,2021
4893,UNCW,11.7,2021
4894,UNLV,21.7,2021
4895,USC,4.0,2021
