,teamName,stars,year
2699,University of Mobile,2,2018
2700,University of Pikeville,6,2018
2701,University of Wisconsin–Whitewater,2,2018
2702,University of the Cumberlands,4,2018
2703,University of the Virgin Islands,2,2018
2704,Urbana,2,2018
2705,Utah,2.5,2018
2706,Utah State University Eastern,2,2018
2707,Utah Valley,5,2018
2708,VCU,4,2018
2709,Valdosta State,2,2018
2710,Valparaiso,3,2018
2711,Vanderbilt,5.3,2018
2712,Vanguard University of Southern California,4,2018
2713,Vincennes University,3,2018
2714,Virginia,2.3,2018
2715,Virginia State,2,2018
2716,Virginia Union,4.7,2018
2717,Wabash Valley College,2,2018
2718,Wagner,4.5,2018
2719,Wake Forest,2,2018
2720,Walsh,4,2018
2721,Walters State Community College,6,2018
2722,Washington State,2,2018
2723,Wayne State (MI),4,2018
2724,Webber International University,3,2018
2725,West Chester,2,2018
2726,West Georgia,6,2018
2727,West Los Angeles College,2,2018
2728,West Virginia Wesleyan,4,2018
2729,Westchester Community College,2,2018
2730,Western Kentucky,10,2018
2731,Western Oregon,2,2018
2732,Western Texas College,10,2018
2733,Whitworth University,2,2018
2734,Wiley College,2,2018
2735,William & Mary,2,2018
2736,William Carey University,2,2018
2737,William Jessup University,4,2018
2738,William Penn University,10,2018
2739,Williston State College,2,2018
2740,Wingate,2,2018
2741,Wisconsin,2,2018
2742,Wofford,2,2018
2743,Wright State,5,2018
2744,Wyoming,3.3,2018
2745,Xavier,2,2018
2746,York College,2,2018
2747,Youngstown State,4,2018
2748,Adams State,6,2019
2749,Akron,5.5,2019
2750,Alabama A&M,2,2019
2751,Alaska Anchorage,2,2019
2752,Albany,4.7,2019
2753,Albany State,2,2019
2754,American,3,2019
2755,American International,2,2019
2756,Angelina College,4,2019
2757,Angelo State,8,2019
2758,Appalachian State,2,2019
2759,Aquinas College,2,2019
2760,Arizona,8.7,2019
2761,Arizona State,4.7,2019
2762,Arkansas,2,2019
2763,Arkansas Tech,4,2019
2764,Ashland,5.5,2019
2765,Auburn,3.3,2019
2766,Auburn–Montgomery,4,2019
2767,Augustana,2,2019
2768,Austin Peay,4.7,2019
2769,Azusa Pacific,4,2019
2770,Ball State,4,2019
2771,Barry,6,2019
2772,Barton Community College,2,2019
2773,Baylor,9,2019
2774,Bellarmine,4,2019
2775,Bethesda University of California,2,2019
2776,Bethune–Cookman,2,2019
2777,Binghamton,2,2019
2778,Biola,2,2019
2779,Blinn College,2,2019
2780,Bossier Parish Community College,4,2019
2781,Boston College,2,2019
2782,Boston University,2,2019
2783,Bowie State,2,2019
2784,Bowling Green,2,2019
2785,Brigham Young,3.7,2019
2786,Broward College,5.7,2019
2787,Bryant,4,2019
2788,Bryant & Stratton College,2,2019
2789,Buffalo,6,2019
2790,Butler,6.5,2019
2791,Cabrillo College,2,2019
2792,Cal Poly,5,2019
2793,Cal Poly Pomona,4,2019
2794,Cal State Bakersfield,3,2019
2795,Cal State Dominguez Hills,4,2019
2796,Cal State East Bay,4.3,2019
2797,Cal State Los Angeles,4,2019
2798,Cal State Monterey Bay,4,2019
2799,Cal State San Bernardino,8,2019
2800,Cal State San Marcos,2,2019
2801,Caldwell Community College and Technical Institute,2,2019
2802,California (PA),2,2019
2803,California Baptist,7,2019
2804,Campbellsville University,2,2019
2805,Cape Fear Community College,2,2019
2806,Carleton University,2,2019
2807,Casper College,2,2019
2808,Catawba,2,2019
2809,Cedarville,2,2019
2810,Central Arizona College,3,2019
2811,Central Michigan,5,2019
2812,Central Missouri,4,2019
2813,Central Oklahoma,2,2019
2814,Chabot College,2,2019
2815,Chadron State,6,2019
2816,Chapman University,2,2019
2817,Charleston,4,2019
2818,Charlotte,2,2019
2819,Chattanooga,8.5,2019
2820,Chattanooga State Community College,2,2019
2821,Chipola College,5,2019
2822,Christendom College,2,2019
2823,City College of San Francisco,9,2019
2824,Claflin,5,2019
2825,Clemson,4,2019
2826,Cleveland State,2,2019
2827,Coe College,2,2019
2828,Coker,5,2019
2829,Colgate,5.7,2019
2830,College of Central Florida,2,2019
2831,College of Charleston,3,2019
2832,College of the Desert,2,2019
2833,Collin College,2,2019
2834,Colorado,2,2019
2835,Colorado Christian,2,2019
2836,Colorado Mesa,2,2019
2837,Colorado School of Mines,2,2019
2838,Colorado State,3.7,2019
2839,Columbia,2,2019
2840,Columbus State,2,2019
2841,Connecticut,6,2019
2842,Connors State College,3.5,2019
2843,Creighton,4,2019
2844,Cumberland University,4,2019
2845,Dartmouth,2,2019
2846,Davenport,4,2019
2847,Dayton,8,2019
2848,Daytona State College,5,2019
2849,DePaul,8.2,2019
2850,Delaware,6.3,2019
2851,Delaware State,4.5,2019
2852,Denver,7,2019
2853,Des Moines Area Community College,2,2019
2854,Detroit Mercy,6,2019
2855,District of Columbia,2,2019
2856,Dixie State,8,2019
2857,Doane University,2,2019
2858,Dodge City Community College,2,2019
2859,Dominican (CA),8.3,2019
2860,Dordt College,2,2019
2861,Drake,6.7,2019
2862,Drexel,2,2019
2863,ETSU,2,2019
2864,East Los Angeles College,6.7,2019
2865,Eastern Kentucky,6,2019
2866,Eastern Michigan,2,2019
2867,Eastern New Mexico,2,2019
2868,Eastern Washington,2,2019
2869,Edward Waters College,2,2019
2870,Elizabeth City State,2,2019
2871,Embry–Riddle,4,2019
2872,Enderun Colleges,2,2019
2873,Evansville,6,2019
2874,Fairmont State,2,2019
2875,Fayetteville State,5,2019
2876,Ferris State,2,2019
2877,Findlay,2,2019
2878,Florida Atlantic,6,2019
2879,Florida Gulf Coast,8,2019
2880,Florida International,2,2019
2881,Florida SouthWestern State College,4,2019
2882,Florida State,4,2019
2883,Florida Tech,2,2019
2884,Fort Hays State,2,2019
2885,Fort Lewis,2,2019
2886,Francis Marion,2,2019
2887,Fresno Pacific,2,2019
2888,Fresno State,2.7,2019
2889,Friends University,2,2019
2890,GCU,12.7,2019
2891,Genesee Community College,2,2019
2892,George Washington,4,2019
2893,Georgetown,2,2019
2894,Georgetown College,9.3,2019
2895,Georgia Highlands College,8,2019
2896,Georgia Southwestern,4,2019
2897,Georgia State,5.7,2019
2898,Georgia Tech,4,2019
2899,Glenville State,2,2019
2900,Goldey–Beacom,2,2019
2901,Gonzaga,2,2019
2902,Gordon State College,2,2019
2903,Grambling State,2,2019
2904,Grand Valley State,6,2019
2905,Grand View University,5,2019
2906,Grayson College,8,2019
2907,Harding,2,2019
2908,Hartford,2,2019
2909,Hastings College,2,2019
2910,Hawaii Pacific,2,2019
2911,Hawaii–Hilo,2,2019
2912,Henderson State,4,2019
2913,Highland Community College,2,2019
2914,Hillsborough Community College,2,2019
2915,Hofstra,7,2019
2916,Holy Family,2,2019
2917,Hope International University,2,2019
2918,Houston,5,2019
2919,Houston Baptist,2,2019
2920,Howard College,2,2019
2921,Hutchinson Community College,2,2019
2922,IUPUI,6.3,2019
2923,Idaho,3,2019
2924,Illinois,2.7,2019
2925,Illinois State,10,2019
2926,Indian Hills Community College,8,2019
2927,Indian River State College,4,2019
2928,Indiana,2.7,2019
2929,Indiana (PA),2,2019
2930,Indiana State,8.6,2019
2931,Indianapolis,4,2019
2932,Iona,8.7,2019
2933,Iowa State,2.7,2019
2934,Iowa Western Community College,5,2019
2935,Jackson State,4,2019
2936,Jacksonville College,4,2019
2937,Johnson C. Smith,2,2019
2938,Jones County Junior College,8,2019
2939,Kalamazoo College,2,2019
2940,Kansas Wesleyan College,2,2019
2941,Kennesaw State,5,2019
2942,Kent State,2,2019
2943,Kentucky,4.3,2019
2944,Kentucky State,2,2019
2945,Kentucky Wesleyan,4,2019
2946,Kilgore College,4,2019
2947,LIU,4,2019
2948,LIU Post,2,2019
2949,La Salle,9,2019
2950,Lackawanna College,2,2019
2951,Lake Land College,2,2019
2952,Lake Region State College,2,2019
2953,Lakehead University,4,2019
2954,Lamar State College–Port Arthur,2,2019
2955,Lane Community College,4,2019
2956,Lawson State Community College,2,2019
2957,Le Moyne,2,2019
2958,LeMoyne–Owen,2,2019
2959,Lee College,3,2019
2960,Lees–McRae,2,2019
2961,Lenoir–Rhyne,2.5,2019
2962,Life University,8,2019
2963,Lincoln College,2,2019
2964,Lindsey Wilson College,4,2019
2965,Linfield College,2,2019
2966,Little Rock,2,2019
2967,Long Beach State,3.3,2019
2968,Louisiana,3,2019
2969,Louisiana State University Eunice,2,2019
2970,Louisiana State University Shreveport,9.7,2019
2971,Louisiana State University of Alexandria,4,2019
2972,Louisiana Tech,2,2019
2973,Louisiana–Monroe,2,2019
2974,Louisville,8.2,2019
2975,Loyola Chicago,2,2019
2976,Loyola Marymount,2,2019
2977,Loyola University New Orleans,2,2019
2978,Lubbock Christian,2,2019
2979,Madonna University,2,2019
2980,Maine,2,2019
2981,Manhattan,5,2019
2982,Mansfield,2,2019
2983,Marian University,7.3,2019
2984,Marist,5,2019
2985,Marquette,5.7,2019
2986,Mars Hill,4,2019
2987,Marshall,4.7,2019
2988,Martin Methodist College,2,2019
2989,Maryland,4,2019
2990,Maryland Eastern Shore,2,2019
2991,Maryville,4,2019
2992,Massachusetts,3.5,2019
2993,McLennan Community College,4,2019
2994,McNeese State,9,2019
2995,Memphis,3.7,2019
2996,Mercer,3.5,2019
2997,Mercy,2,2019
2998,Mercyhurst,2,2019
2999,Miami,9.7,2019
3000,Miami (OH),2,2019
3001,Miami Dade College,2,2019
3002,Michigan,3.5,2019
3003,Mid-America Christian University,2,2019
3004,Middle Tennessee,6,2019
3005,Midwestern State,8,2019
3006,Miles,2,2019
3007,Milwaukee,8.5,2019
3008,Milwaukee Area Technical College,2,2019
3009,Mineral Area College,4,2019
3010,Minnesota,9,2019
3011,Minnesota State,4.5,2019
3012,Minnesota State—Moorhead,2,2019
3013,Minnesota–Crookston,2,2019
3014,Mississippi Gulf Coast Community College,2,2019
3015,Mississippi State,2,2019
3016,Mississippi Valley State,2,2019
3017,Missouri,7,2019
3018,Missouri Baptist University,2,2019
3019,Missouri Southern,2,2019
3020,Missouri State,14.3,2019
3021,Monmouth,2,2019
3022,Monroe College,2,2019
3023,Montana,4,2019
3024,Montana State,2,2019
3025,Montana State Billings,2,2019
3026,Montclair State University,2,2019
3027,Montevallo,2,2019
3028,Morehead State,2,2019
3029,Mount St. Mary's,4,2019
3030,NC State,12.3,2019
3031,Navarro College,2,2019
3032,Nebraska,2,2019
3033,Neumann University,2,2019
3034,Nevada,9.2,2019
3035,New Mexico,4,2019
3036,New Mexico Highlands,4,2019
3037,New Mexico Junior College,16,2019
3038,New Mexico Military Institute,2,2019
3039,New Mexico State,2,2019
3040,Newman,2,2019
3041,Niagara,3,2019
3042,Nicholls State,13,2019
3043,Norfolk State,6,2019
3044,North Carolina,2,2019
3045,North Carolina A&T,9,2019
3046,North Carolina Central,11.7,2019
3047,North Dakota State,2,2019
3048,North Georgia,6,2019
3049,Northeastern,5,2019
3050,Northeastern State,2,2019
3051,Northern Arizona,2.7,2019
3052,Northern Iowa,2,2019
3053,Northern Kentucky,4,2019
3054,Northwest Florida State College,8,2019
3055,Northwestern,2,2019
3056,Nova Southeastern,4,2019
3057,Nyack,4,2019
3058,Oakland,2,2019
3059,Odessa College,6,2019
3060,Ohio State,5.7,2019
3061,Oklahoma,7.7,2019
3062,Oklahoma Baptist,8,2019
3063,Oklahoma Christian,4,2019
3064,Oklahoma City University,4,2019
3065,Oklahoma State,6,2019
3066,Old Dominion,7.3,2019
3067,Omaha,4,2019
3068,Oral Roberts,4,2019
3069,Oregon,2,2019
3070,Oregon State,3.3,2019
3071,Otero Junior College,2,2019
3072,Our Lady of the Lake University,4,2019
3073,Pacific,2.7,2019
3074,Palm Beach Atlantic,4,2019
3075,Panola College,7,2019
3076,Paris Junior College,4,2019
3077,Pearl River Community College,4,2019
3078,Penn State,3,2019
3079,Pensacola State College,2,2019
3080,Pepperdine,7.4,2019
3081,Pima Community College,2,2019
3082,Pittsburg State,2,2019
3083,Pittsburgh,3,2019
3084,Point Loma Nazarene,2,2019
3085,Point Park University,2,2019
3086,Point University,2,2019
3087,Portland,2,2019
3088,Post,4,2019
3089,Prairie View A&M,2,2019
3090,Prince George's Community College,2,2019
3091,Purdue,3,2019
3092,Purdue Fort Wayne,3,2019
3093,Queens (NC),2,2019
3094,Radford,5,2019
3095,Regis,2,2019
3096,Rice,2.7,2019
3097,Richard Bland College,2,2019
3098,Richard J. Daley College,2,2019
3099,Richmond,4,2019
3100,Riverside City College,2,2019
3101,Rochester College,2,2019
3102,Rutgers,5.7,2019
3103,SMU,4,2019
3104,Sacramento State,2,2019
3105,Saint Anselm,2,2019
3106,Saint Joseph's,5,2019
3107,Saint Leo,4,2019
3108,Saint Louis,7,2019
3109,Saint Mary's,2,2019
3110,Saint Mary's University,4,2019
3111,Salem,6,2019
3112,Salt Lake Community College,3,2019
3113,Samford,2.5,2019
3114,San Diego,2,2019
3115,San Diego State,2,2019
3116,San Francisco,2,2019
3117,San Francisco State,2,2019
3118,San José State,3.3,2019
3119,Santa Clara,8,2019
3120,Santa Fe College,2,2019
3121,Savannah State,2,2019
3122,Seton Hall,4.7,2019
3123,Seward County Community College,4,2019
3124,Shaw,5.3,2019
3125,Shawnee State University,2,2019
3126,Shelton State Community College,3,2019
3127,Sheridan College,4,2019
3128,Siena,6,2019
3129,Simon Fraser,2,2019
3130,Slippery Rock,6,2019
3131,South Alabama,8,2019
3132,South Carolina,11,2019
3133,South Dakota,4,2019
3134,South Dakota State,2,2019
3135,South Florida,3.5,2019
3136,South Georgia State College,2,2019
3137,South Plains College,11.5,2019
3138,South Suburban College,2,2019
3139,Southeast Missouri State,2,2019
3140,Southeastern Community College,5,2019
3141,Southeastern Louisiana,2,2019
3142,Southeastern Oklahoma State,2,2019
3143,Southeastern University,2,2019
3144,Southern,5,2019
3145,Southern Connecticut State,4,2019
3146,Southern Indiana,4,2019
3147,Southern Utah,5.3,2019
3148,Southern Vermont College,2,2019
3149,Southwest Mississippi Community College,2,2019
3150,Southwestern Assemblies of God University,2,2019
3151,Southwestern Illinois College,3,2019
3152,Southwestern Oklahoma State,4.5,2019
3153,St. Bonaventure,2,2019
3154,St. Edward's,4,2019
3155,St. John's,12,2019
3156,St. Peter's,5,2019
3157,St. Thomas University,2,2019
3158,State Fair Community College,2,2019
3159,Stephen F. Austin,4.7,2019
3160,Stillman College,2,2019
3161,Stony Brook,2,2019
3162,Tacoma Community College,2,2019
3163,Tallahassee Community College,5,2019
3164,Tarleton State,6,2019
3165,Temple,2,2019
3166,Temple College,4,2019
3167,Tennessee State,2,2019
3168,Tennessee Tech,8,2019
3169,Texas A&M,2,2019
3170,Texas A&M–Commerce,11,2019
3171,Texas A&M–Corpus Christi,2,2019
3172,Texas A&M–Kingsville,6,2019
3173,Texas Southern,12,2019
3174,Texas Tech,8.7,2019
3175,Texas Wesleyan University,6,2019
3176,Texas–Permian Basin,4,2019
3177,Texas–Rio Grande Valley,6,2019
3178,The Citadel,4,2019
3179,Thomas University,2,2019
3180,Toledo,2,2019
3181,Towson,2,2019
3182,Trinity Valley Community College,11.4,2019
3183,Triton College,2,2019
3184,Troy,2.5,2019
3185,Tulane,2,2019
3186,Tulsa,3,2019
3187,Tusculum,2,2019
3188,Tyler Junior College,4,2019
3189,UAB,4,2019
3190,UC Irvine,4,2019
3191,UC Riverside,2,2019
3192,UC San Diego,6,2019
3193,UC Santa Barbara,9,2019
3194,UCF,4,2019
3195,UNC Asheville,6,2019
3196,UNC Pembroke,3.3,2019
3197,UNCG,3,2019
3198,UNCW,4,2019
3199,USC Aiken,2,2019
3200,UT Martin,5.5,2019
3201,UT Tyler,2,2019
3202,UTEP,11.2,2019
3203,UTSA,2.5,2019
3204,Union,2,2019
3205,University of Antelope Valley,2,2019
3206,University of British Columbia,2,2019
3207,University of Ottawa,2,2019
3208,University of Pikeville,3,2019
3209,University of Providence,2,2019
3210,University of Saint Francis (IL),2,2019
3211,University of Saint Joseph,2.3,2019
3212,University of Science and Arts of Oklahoma,4.3,2019
3213,University of Wisconsin–La Crosse,2,2019
3214,University of the Cumberlands,4,2019
3215,University of the Fraser Valley,2,2019
3216,University of the Virgin Islands,4,2019
3217,Upper Iowa,2,2019
3218,Utah,2,2019
3219,Utah Valley,9,2019
3220,VCU,3.3,2019
3221,Valparaiso,8.9,2019
3222,Vanderbilt,4,2019
3223,Villanova,2,2019
3224,Vincennes University,2,2019
3225,Virginia,4,2019
3226,Virginia State,6,2019
3227,Virginia Union,2,2019
3228,Wabash Valley College,4.7,2019
3229,Wake Forest,8,2019
3230,Walsh,3,2019
3231,Washburn,4,2019
3232,Wayne State (MI),4,2019
3233,Weatherford College,2,2019
3234,West Alabama,4,2019
3235,West Chester,2,2019
3236,West Florida,4.3,2019
3237,West Georgia,2,2019
3238,West Liberty,2,2019
3239,West Virginia Wesleyan,2,2019
3240,Western Carolina,3,2019
3241,Western Kentucky,4.5,2019
3242,Western Nebraska Community College,2,2019
3243,Western New Mexico,2,2019
3244,Western Oklahoma State College,2,2019
3245,Western Oregon,4,2019
3246,Westminster,6,2019
3247,Westminster College,4,2019
3248,Wichita State,2,2019
3249,William & Mary,2,2019
3250,William Carey University,2,2019
3251,William Penn University,7.3,2019
3252,Williston State College,2,2019
3253,Wingate,2,2019
3254,Winthrop,2,2019
3255,Wisconsin,2.5,2019
3256,Wisconsin–Parkside,2.5,2019
3257,Xavier,8,2019
3258,Xavier University of Louisiana,2,2019
3259,York College,2,2019
3260,Young Harris,4,2019
3261,Academy of Art,2,2020
3262,Adelphi,9.3,2020
3263,Akron,5,2020
3264,Alabama,7.6,2020
3265,Alabama A&M,5,2020
3266,Alabama State,2,2020
3267,Albany,6.7,2020
3268,Alcorn State,2,2020
3269,American International,4,2020
3270,Andrew College,2,2020
3271,Angelo State,6,2020
3272,Appalachian State,2,2020
3273,Arizona,11.7,2020
3274,Arizona Western College,6,2020
3275,Arkansas,13.8,2020
3276,Arkansas State,5.3,2020
3277,Arkansas Tech,10,2020
3278,Arkansas–Fort Smith,2,2020
3279,Auburn–Montgomery,4,2020
3280,Augsburg University,2,2020
3281,Augusta,2,2020
3282,Austin Peay,4,2020
3283,Babson College,2,2020
3284,Barry,4,2020
3285,Barton,2,2020
3286,Baylor,4,2020
3287,Bellarmine,3,2020
3288,Belmont,2.5,2020
3289,Benedictine University at Mesa,2,2020
3290,Bethel University,2,2020
3291,Bethune–Cookman,4,2020
3292,Binghamton,5,2020
3293,Biola,4,2020
3294,Blinn College,4,2020
3295,Bob Jones University,2,2020
3296,Boise State,13,2020
3297,Bossier Parish Community College,8,2020
3298,Boston College,9,2020
3299,Bowling Green,2.3,2020
3300,Bradley,6,2020
3301,Brigham Young,10.7,2020
3302,Broward College,2,2020
3303,Brunswick Community College,2,2020
3304,Buffalo,5,2020
3305,Butler,3,2020
3306,Butler Community College,2,2020
3307,Cal Poly,5,2020
3308,Cal State Bakersfield,4,2020
3309,Cal State East Bay,2,2020
3310,Cal State Fullerton,5,2020
3311,Cal State Los Angeles,2,2020
3312,Cal State Monterey Bay,2,2020
3313,Cal State Northridge,3,2020
3314,Cal State San Bernardino,4,2020
3315,California,2,2020
3316,California Baptist,4,2020
3317,Camden County College,2,2020
3318,Campbell,2,2020
3319,Campbellsville University,2,2020
3320,Canisius,4,2020
3321,Cape Fear Community College,2,2020
3322,Carleton University,4,2020
3323,Carson–Newman,10,2020
3324,Catawba,4,2020
3325,Central Arkansas,2,2020
3326,Central Michigan,2,2020
3327,Central Missouri,4,2020
3328,Central Oklahoma,4.7,2020
3329,Central Washington,5,2020
3330,Chadron State,2,2020
3331,Chaminade,7.7,2020
3332,Charleston,2,2020
3333,Charlotte,7,2020
3334,Chattanooga,10.3,2020
3335,Chattanooga State Community College,2,2020
3336,Chipola College,8,2020
3337,Christopher Newport University,2,2020
3338,Cincinnati,8.7,2020
3339,City College of San Francisco,6.7,2020
3340,Clarendon College,4,2020
3341,Clarion,2,2020
3342,Clark Atlanta,2,2020
3343,Clemson,13.7,2020
3344,Cleveland State,2,2020
3345,Colby College,2,2020
3346,Colgate,2,2020
3347,College of Central Florida,2,2020
3348,College of Coastal Georgia,2,2020
3349,Collin College,8,2020
3350,Colorado Christian,2,2020
3351,Colorado Colorado Springs,2,2020
3352,Colorado Mesa,2,2020
3353,Colorado State,6,2020
3354,Colorado State–Pueblo,4,2020
3355,Columbia State Community College,2,2020
3356,Concordia (OR),2,2020
3357,Concordia Irvine,4,2020
3358,Concordia St. Paul,2,2020
3359,Connecticut,3,2020
3360,Coppin State,9,2020
3361,Cornell,2,2020
3362,Cornerstone University,2,2020
3363,Cowley College,2,2020
3364,Creighton,7,2020
3365,Cumberland University,2,2020
3366,Dallas Baptist,4,2020
3367,Dalton State College,2,2020
3368,Danville Area Community College,2,2020
3369,Davenport,2,2020
3370,Dayton,3,2020
3371,Daytona State College,2,2020
3372,DePaul,8,2020
3373,Delaware,5.3,2020
3374,Delta State,2,2020
3375,Detroit Mercy,6,2020
3376,Diablo Valley College,2,2020
3377,Dickinson College,2,2020
3378,Dominican (CA),2,2020
3379,Drake,2.5,2020
3380,Drury,2,2020
3381,Duquesne,2,2020
3382,ETSU,4,2020
3383,Eastern Florida State College,2,2020
3384,Eastern Illinois,2,2020
3385,Eastern Kentucky,2.5,2020
3386,Eastern Michigan,2,2020
3387,Elizabeth City State,2,2020
3388,Elon,5.3,2020
3389,Embry–Riddle,2,2020
3390,Evansville,2,2020
3391,Everett Community College,2,2020
3392,Fairfield,6,2020
3393,Fairleigh Dickinson,2,2020
3394,Fayetteville State,4,2020
3395,Ferris State,2,2020
3396,Flagler,2,2020
3397,Florida,7.7,2020
3398,Florida Atlantic,2,2020
3399,Florida Gulf Coast,2,2020
3400,Florida International,3.7,2020
3401,Florida Memorial University,2,2020
3402,Florida SouthWestern State College,4,2020
3403,Florida Southern,4,2020
3404,Florida State,2,2020
3405,Florida Tech,2,2020
3406,Fort Lewis,4.3,2020
3407,Fort Valley State,2,2020
3408,Francis Marion,2,2020
3409,Fresno Pacific,2,2020
3410,Fresno State,2,2020
3411,Fullerton College,4,2020
3412,GCU,13,2020
3413,Gannon,3,2020
3414,George Washington,6,2020
3415,Georgetown,2,2020
3416,Georgetown College,4,2020
3417,Georgia,2,2020
3418,Georgia College,2,2020
3419,Georgia Southern,2,2020
3420,Georgia Southwestern,2,2020
3421,Georgia State,4,2020
3422,Georgia Tech,5.3,2020
3423,Glenville State,2,2020
3424,Goldey–Beacom,2,2020
3425,Gonzaga,6,2020
3426,Gordon State College,2,2020
3427,Grambling State,2,2020
3428,Grand Valley State,9.6,2020
3429,Grayson College,4,2020
3430,Green Bay,2,2020
3431,Gulf Coast State College,2,2020
3432,Hampden–Sydney College,2,2020
3433,Harcum College,2,2020
3434,Harding,2,2020
3435,Hartford,11,2020
3436,Hastings College,2,2020
3437,Hawaii Pacific,2,2020
3438,Hawaii–Hilo,2,2020
3439,Highland Community College,2,2020
3440,Hinds Community College,3.3,2020
3441,Hofstra,2,2020
3442,Holy Family,2,2020
3443,Hope International University,2,2020
3444,Houston,6.7,2020
3445,Howard College,8,2020
3446,Humboldt State,7.5,2020
3447,Huntington University,2,2020
3448,IUPUI,5,2020
3449,Idaho,6,2020
3450,Idaho State,2,2020
3451,Illinois,2,2020
3452,Illinois State,4,2020
3453,Illinois Wesleyan University,2,2020
3454,Independence Community College,4,2020
3455,Indian Hills Community College,10,2020
3456,Indiana,4,2020
3457,Indiana (PA),8,2020
3458,Indiana Wesleyan University,2,2020
3459,Indianapolis,4,2020
3460,Iona,5.7,2020
3461,Iowa,3,2020
3462,Iowa State,5.5,2020
3463,Iowa Western Community College,12,2020
3464,Jackson State,8,2020
3465,Jacksonville,6,2020
3466,Jacksonville State,4,2020
3467,Jefferson,2,2020
3468,John A. Logan College,5.3,2020
3469,John Jay College of Criminal Justice,2,2020
3470,Kansas,3.5,2020
3471,Kansas City,8.5,2020
3472,Keiser University,4,2020
3473,Kennesaw State,6,2020
3474,Kent State,5,2020
3475,Kentucky,2,2020
3476,Kentucky State,6,2020
3477,Kentucky Wesleyan,6,2020
3478,Kilgore College,2,2020
3479,Kirkwood Community College,2,2020
3480,LIU,9,2020
3481,LSU,2,2020
3482,La Salle,10,2020
3483,Lamar,3,2020
3484,Lane,2,2020
3485,Lawrence University,2,2020
3486,Le Moyne,4,2020
3487,Lewis & Clark College,2,2020
3488,Life University,6,2020
3489,Limestone,2,2020
3490,Lincoln (MO),6,2020
3491,Lincoln Memorial,2,2020
3492,Lindenwood,2,2020
3493,Lindsey Wilson College,2,2020
3494,Linn–Benton Community College,2,2020
3495,Little Rock,3,2020
3496,Long Beach State,2,2020
3497,Longwood,2,2020
3498,Louisiana,2,2020
3499,Louisiana State University Eunice,2,2020
3500,Louisiana State University Shreveport,4,2020
3501,Louisiana State University in Shreveport,2,2020
3502,Louisiana Tech,2,2020
3503,Louisiana–Monroe,2,2020
3504,Louisville,5,2020
3505,Loyola Chicago,2,2020
3506,Loyola University New Orleans,5.5,2020
3507,Lubbock Christian,2,2020
3508,Lynn,4,2020
3509,Marian University,4.3,2020
3510,Marist,3,2020
3511,Marquette,4,2020
3512,Marshall,2,2020
3513,Maryland Eastern Shore,2,2020
3514,Maryville,6,2020
3515,Massachusetts,2,2020
3516,McCook Community College,2,2020
3517,McKendree,2,2020
3518,McLennan Community College,2,2020
3519,McMaster University,2,2020
3520,McNeese State,9,2020
3521,Memorial University of Newfoundland,2,2020
3522,Memphis,3.3,2020
3523,Mercer,8,2020
3524,Mercyhurst,4,2020
3525,Miami,6.3,2020
3526,Miami (OH),2,2020
3527,Miami Dade College,4,2020
3528,Michigan State,4.3,2020
3529,Middle Georgia State University,2,2020
3530,Middle Tennessee,11,2020
3531,Midwestern State,2,2020
3532,Miles,2,2020
3533,Milwaukee,6,2020
3534,Mineral Area College,2,2020
3535,Minnesota,2,2020
3536,Minnesota State,2,2020
3537,Minnesota–Duluth,5.3,2020
3538,Mississippi College,2,2020
3539,Mississippi State,2,2020
3540,Missouri Southern,2,2020
3541,Missouri State,2,2020
3542,Missouri State University–West Plains,4,2020
3543,Missouri Western,2,2020
3544,Missouri–St. Louis,2,2020
3545,Moberly Area Community College,2,2020
3546,Modesto Junior College,2,2020
3547,Monmouth,2,2020
3548,Montana,6.5,2020
3549,Montana State,4,2020
3550,Montevallo,2,2020
3551,Montreat College,2,2020
3552,Morehead State,2,2020
3553,Morgan State,8.7,2020
3554,Mott Community College,3,2020
3555,NC State,8.7,2020
3556,Navarro College,2,2020
3557,Nebraska,14,2020
3558,Nevada,12,2020
3559,New Mexico,8,2020
3560,New Mexico Highlands,2,2020
3561,New Mexico Junior College,8,2020
3562,New Mexico Military Institute,2,2020
3563,New Mexico State,7.5,2020
3564,New Orleans,3,2020
3565,Newman,7,2020
3566,Niagara,4,2020
3567,Nicholls State,6,2020
3568,Norfolk State,2,2020
3569,North Carolina,4,2020
3570,North Carolina Central,7,2020
3571,North Florida,2,2020
3572,North Georgia,4,2020
3573,North Greenville,2,2020
3574,North Idaho College,2,2020
3575,North Lake College,2,2020
3576,North Texas,2,2020
3577,Northeast Mississippi Community College,4,2020
3578,Northeastern,2,2020
3579,Northeastern Oklahoma A&M College,2,2020
3580,Northern Arizona,2,2020
3581,Northern Colorado,2.5,2020
3582,Northern Illinois,3,2020
3583,Northern Kentucky,2,2020
3584,Northwest Florida State College,12,2020
3585,Northwest Nazarene,3,2020
3586,Northwestern,2,2020
3587,Northwestern Oklahoma State,2,2020
3588,Northwestern State,2,2020
3589,Notre Dame,4,2020
3590,Notre Dame (OH),2,2020
3591,Notre Dame de Namur,2,2020
3592,Nova Southeastern,4,2020
3593,Nyack,2,2020
3594,Oakland,2,2020
3595,Odessa College,6,2020
3596,Ohio,3,2020
3597,Ohio State,4,2020
3598,Oklahoma Baptist,2,2020
